year,ticker,risk_score
2020,AAPL,1.6426274233894325
2021,AAPL,2.078698548207745
2022,AAPL,1.0
2023,AAPL,2.5
2020,ABBV,1.594744454934147
2021,ABBV,1.5640591394622958
2022,ABBV,1.5971914124998499
2023,ABBV,1.8330302779823358
2020,ABNB,1.5132745950421556
2021,ABNB,1.1570838237598051
2022,ABNB,2.3
2023,ABNB,0.4714045207910317
2020,ABT,1.6552328894652095
2021,ABT,2.1039645117412666
2022,ABT,2.4664414311581235
2023,ABT,1.872477727372524
2020,ACGL,1.171515676204052
2021,ACGL,1.8008485654145256
2022,ACGL,2.6851443164195103
2023,ACGL,2.0503857277724746
2020,ACN,1.2133516482134197
2021,ACN,2.0976176963403033
2022,ACN,1.0198039027185568
2023,ACN,1.632993161855452
2020,ADBE,1.8690461025168248
2021,ADBE,1.6225452416572212
2022,ADBE,1.4142135623730951
2023,ADBE,1.6072751268321592
2020,ADI,2.0760539492026693
2021,ADI,1.945539505366609
2022,ADI,2.1081851067789192
2023,ADI,1.247219128924647
2020,ADM,1.996089927833914
2021,ADM,1.3
2022,ADM,1.6659862556700857
2023,ADM,2.0591260281974
2020,ADP,2.3570226039551585
2021,ADP,1.2777531299998797
2022,ADP,2.0976176963403033
2023,ADP,1.5275252316519468
2020,ADSK,1.7708197167232476
2021,ADSK,1.899835519196333
2022,ADSK,1.5268794800984005
2023,ADSK,0.4330127018922193
2020,AEE,1.8321208111548393
2021,AEE,1.3123346456686353
2022,AEE,2.099562636671296
2023,AEE,0.816496580927726
2023,AEP,1.5
2020,AES,0.7453559924999298
2021,AES,1.3921813267714724
2022,AES,1.57797338380595
2023,AES,0.910166120476864
2021,AFL,1.3093073414159542
2022,AFL,1.8439088914585775
2023,AFL,1.0
2020,AIG,1.2453996981544782
2021,AIG,1.7261494247992246
2022,AIG,1.8516401995451028
2023,AIG,2.0396078054371136
2020,AIZ,2.2157893000513886
2021,AIZ,1.1709371246996996
2022,AIZ,1.7716909687891083
2023,AIZ,0.7071067811865476
2020,AJG,2.1095023109728985
2021,AJG,2.030381486221699
2022,AJG,2.217355782608345
2023,AJG,1.0
2020,AKAM,2.0176733920929233
2021,AKAM,1.6853001769389728
2022,AKAM,2.1242402628268953
2023,AKAM,0.49487165930539345
2020,ALB,2.733536577809454
2021,ALB,1.950783318453271
2022,ALB,2.165063509461097
2023,ALB,1.6733200530681511
2020,ALGN,1.4995068222783023
2021,ALGN,2.015510788119037
2022,ALGN,1.7275343701356567
2023,ALGN,1.355261854357877
2020,ALLE,2.1081851067789197
2021,ALLE,1.9075871903765993
2022,ALLE,2.7128168017763383
2023,ALLE,0.7453559924999298
2020,ALL,2.821202522590214
2021,ALL,1.8638799432652775
2022,ALL,1.498298354528788
2023,ALL,0.6388765649999398
2020,AMAT,2.2081741457256583
2021,AMAT,1.124858267715973
2022,AMAT,0.4714045207910317
2023,AMAT,0.0
2021,AMCR,2.4393887111222385
2022,AMCR,3.287180487219337
2023,AMCR,0.9428090415820632
2020,AMD,2.060946384552495
2021,AMD,2.6252555607031427
2022,AMD,2.095351013021111
2023,AMD,1.8330302779823362
2020,AME,2.1392001508317446
2021,AME,1.963331678621016
2022,AME,2.180865158487836
2023,AME,2.0
2020,AMGN,1.1570838237598051
2021,AMGN,2.271511240035908
2022,AMGN,1.1547005383792515
2023,AMGN,0.6388765649999399
2020,AMP,2.7423823870906103
2021,AMP,1.5534552264213692
2022,AMP,2.6076809620810595
2023,AMP,2.1213203435596424
2020,AMT,0.9294650748918902
2021,AMT,1.5132745950421556
2022,AMT,1.920286436967152
2023,AMT,0.0
2020,AMZN,2.722080495176846
2021,AMZN,2.166535841157586
2022,AMZN,1.9390719429665317
2023,AMZN,0.8944271909999159
2020,ANET,2.3664319132398464
2021,ANET,2.4377670793850124
2022,ANET,1.9587584572574415
2023,ANET,1.699673171197595
2020,ANSS,1.6399531599353705
2021,ANSS,2.7946377224964243
2022,ANSS,1.8708286933869707
2023,ANSS,0.816496580927726
2020,AON,0.9428090415820634
2021,AON,2.791632116978025
2022,AON,1.8708286933869707
2023,AON,1.6
2020,AOS,1.7261494247992246
2021,AOS,1.4955555457864294
2022,AOS,2.772884579078056
