year,ticker,risk_score
2020,AAPL,1.7638342073763937
2021,AAPL,1.4947825928876748
2020,ABBV,0.0
2021,ABBV,0.4714045207910317
2022,ABBV,1.920286436967152
2020,ABNB,0.0
2021,ABNB,0.0
2022,ABNB,0.0
2020,ABT,1.892154040658489
2021,ABT,2.449489742783178
2022,ABT,2.1392496088322392
2023,ABT,1.699673171197595
2020,ACGL,1.247219128924647
2020,ACN,0.0
2020,ADBE,1.0
2021,ADBE,0.0
2020,ADI,2.2271057451320084
2021,ADI,0.5
2020,ADM,1.4966629547095764
2021,ADM,0.7071067811865476
2020,ADP,0.0
2021,ADP,0.0
2022,ADP,0.0
2020,ADSK,0.0
2021,ADSK,2.0
2022,ADSK,1.0
2020,AEE,1.8090680674665818
2021,AEE,0.816496580927726
2022,AEE,1.5
2023,AEE,0.0
2020,AES,0.0
2021,AES,0.4714045207910317
2023,AES,0.0
2021,AFL,0.0
2022,AFL,0.0
2020,AIG,1.0
2021,AIG,0.0
2022,AIG,0.0
2023,AIG,0.0
2020,AIZ,0.0
2020,AJG,2.0
2021,AJG,0.0
2020,AKAM,1.0
2021,AKAM,0.0
2022,AKAM,2.5
2023,AKAM,0.4714045207910317
2020,ALB,2.309401076758503
2021,ALB,2.160246899469287
2023,ALB,0.0
2020,ALGN,0.0
2021,ALGN,1.699673171197595
2022,ALGN,0.0
2020,ALLE,0.0
2021,ALLE,0.5
2020,ALL,3.031088913245535
2021,ALL,2.2325713874364688
2022,ALL,1.4846149779161804
2023,ALL,0.5
2020,AMAT,0.0
2021,AMAT,0.0
2021,AMCR,2.6076809620810595
2022,AMCR,4.5
2020,AMD,1.0
2021,AMD,4.189935029992179
2020,AME,2.5
2021,AME,2.48746859276655
2022,AME,3.112474899497183
2023,AMGN,1.0
2020,AMP,3.559026084010437
2021,AMP,0.0
2020,AMT,0.816496580927726
2021,AMT,0.0
2022,AMT,0.0
2020,AMZN,2.8301943396169813
2021,AMZN,1.699673171197595
2022,AMZN,0.0
2020,ANET,0.0
2021,ANET,2.160246899469287
2022,ANET,0.0
2020,ANSS,1.8027756377319946
2021,ANSS,3.5552777669262356
2020,AON,0.4714045207910317
2021,AON,2.8674417556808756
2023,AON,0.0
2020,AOS,1.854723699099141
2021,AOS,1.8547236990991407
2022,AOS,3.1841621957571333
2023,AOS,0.0
2021,APA,1.118033988749895
2022,APA,0.0
2020,APH,2.185602778212965
2020,APTV,1.3919410907075054
2021,APTV,1.8921540406584891
2022,APTV,1.920286436967152
2023,APTV,1.0
2020,ATO,0.5
2021,ATO,0.0
2023,ATO,0.0
2020,AVB,1.1055415967851332
2021,AVB,1.5
2022,AVB,0.816496580927726
2021,AVGO,3.0
2023,AVY,0.0
2020,AWK,2.7487370837451075
2021,AWK,2.0548046676563256
2023,AWK,0.0
2020,AXON,3.1490739379485304
2021,AXON,3.0
2021,AXP,0.5
2022,AXP,0.0
