date,gpr_index
2023-01-03,198.45
2023-05-23,183.69
2023-05-31,219.58
2023-07-12,203.19
2023-07-19,188.83
2023-09-19,207.42
2023-09-20,190.11
2023-10-09,227.07
2023-10-10,259.08
2023-10-11,265.93
2023-10-12,218.01
2023-10-13,287.31
2023-10-14,216.04
2023-10-16,290.34
2023-10-17,274.52
2023-10-18,333.01
2023-10-19,338.85
2023-10-20,298.63
2023-10-21,251.52
2023-10-23,312.77
2023-10-24,250.01
2023-10-25,208.09
2023-10-27,251.86
2023-10-30,205.43
2023-11-01,251.73
2023-11-02,219.58
2023-11-06,182.9
2023-11-09,201.48
2023-11-20,204.9
2023-11-22,191.44
2023-11-28,184.38
2023-12-04,194.86
2023-12-07,194.16
2023-12-13,192.79
2023-12-19,187.76
2023-12-29,221.28
2023-12-30,190.98
