date,gpr_index
1995-01-09,134.84
1995-01-30,131.1
1995-03-21,138.02
1995-03-23,150.57
1995-03-24,136.03
1995-04-17,142.7
1995-04-20,166.9
1995-04-21,212.9
1995-04-29,128.85
1995-05-01,169.67
1995-05-03,152.65
1995-05-30,148.53
1995-05-31,134.88
1995-06-01,159.03
1995-06-05,140.09
1995-06-09,134.63
1995-06-14,154.51
1995-06-15,151.89
1995-06-16,136.6
1995-06-17,138.37
1995-06-19,138.41
1995-06-22,136.24
1995-07-17,185.39
1995-07-19,134.66
1995-07-24,159.64
1995-07-25,141.05
1995-07-26,172.4
1995-07-27,161.79
1995-07-28,134.03
1995-07-29,158.39
1995-07-31,158.6
1995-08-04,130.51
1995-08-07,140.04
1995-08-14,171.95
1995-08-18,164.36
1995-08-19,128.89
1995-11-13,141.45
