date,gpr_index
1998-02-17,101.82
1998-02-18,101.65
1998-02-23,110.17
1998-02-24,141.65
1998-05-11,99.14
1998-05-12,150.18
1998-05-13,199.97
1998-05-14,167.04
1998-05-15,154.14
1998-05-16,139.14
1998-05-18,112.93
1998-05-19,119.88
1998-05-29,156.81
1998-05-30,100.79
1998-06-01,113.19
1998-06-08,126.31
1998-06-10,110.42
1998-06-12,107.57
1998-06-19,98.71
1998-08-04,112.17
1998-08-05,112.51
1998-08-11,101.06
1998-08-17,145.22
1998-08-21,202.75
1998-08-22,214.46
1998-08-23,115.0
1998-08-24,143.31
1998-08-25,135.13
1998-08-26,144.61
1998-11-14,109.43
1998-11-16,137.29
1998-12-17,155.89
1998-12-18,208.01
1998-12-19,119.43
1998-12-21,140.88
1998-12-22,116.3
1998-12-23,111.35
