date,gpr_index
2019-01-02,189.86
2019-01-17,160.64
2019-01-30,173.69
2019-01-31,148.14
2019-02-04,179.98
2019-02-20,171.34
2019-02-27,160.56
2019-02-28,162.63
2019-03-01,184.5
2019-04-09,167.54
2019-04-23,156.5
2019-05-02,186.33
2019-05-09,167.13
2019-05-14,248.68
2019-05-15,184.76
2019-05-16,158.54
2019-05-24,148.69
2019-06-14,192.64
2019-06-18,157.74
2019-06-22,167.47
2019-06-24,171.25
2019-06-28,153.9
2019-07-17,147.23
2019-07-22,193.02
2019-07-30,152.36
2019-08-06,270.94
2019-08-12,151.52
2019-08-22,147.97
2019-08-27,178.1
2019-09-16,178.92
2019-09-17,253.34
2019-09-19,157.13
2019-10-10,165.17
2019-10-11,204.32
2019-10-16,193.5
2019-11-13,160.15
2019-12-31,165.35
